OTU,Phylum,Order
ASV3558,Firmicutes,Bacillales
ASV3559,Proteobacteria,Sphingomonadales
ASV3561,Proteobacteria,Acetobacterales
ASV3562,Proteobacteria,Acetobacterales
ASV3565,Actinobacteriota,Others
ASV3566,Actinobacteriota,Others
ASV3567,Actinobacteriota,Others
ASV3568,Actinobacteriota,Others
ASV3569,Actinobacteriota,Others
ASV3570,Actinobacteriota,Others
ASV3571,Actinobacteriota,Others
ASV3572,Actinobacteriota,Frankiales
ASV3574,Actinobacteriota,Solirubrobacterales
ASV3575,Actinobacteriota,Solirubrobacterales
ASV3577,Acidobacteriota,Acidobacteriales
ASV3578,Actinobacteriota,Others
ASV3580,Actinobacteriota,Frankiales
ASV3581,Actinobacteriota,Micrococcales
ASV3582,Actinobacteriota,Others
ASV3583,Actinobacteriota,Others
ASV3584,Actinobacteriota,Others
ASV3585,Actinobacteriota,Others
ASV3586,Actinobacteriota,Solirubrobacterales
ASV3587,Proteobacteria,Others
ASV3588,Actinobacteriota,Others
ASV3589,Actinobacteriota,Pseudonocardiales
ASV3590,Actinobacteriota,Others
ASV3591,Actinobacteriota,Others
ASV3592,Proteobacteria,Sphingomonadales
ASV3594,Proteobacteria,Others
ASV3595,Actinobacteriota,Others
ASV3596,Nitrospirota,Nitrospirales
ASV3597,Actinobacteriota,Others
ASV3598,Actinobacteriota,Others
ASV3599,Others,Bacteroidota
ASV3600,Proteobacteria,Acetobacterales
ASV3601,Proteobacteria,Acetobacterales
ASV3602,Proteobacteria,Acetobacterales
ASV3603,Actinobacteriota,Pseudonocardiales
ASV3604,Actinobacteriota,Solirubrobacterales
ASV3606,Planctomycetota,Tepidisphaerales
ASV3607,Actinobacteriota,Solirubrobacterales
ASV3610,Actinobacteriota,Pseudonocardiales
ASV3611,Others,Others
ASV3612,Proteobacteria,Rhizobiales
ASV3615,Acidobacteriota,Acidobacteriales
ASV3616,Actinobacteriota,Solirubrobacterales
ASV3617,Planctomycetota,Isosphaerales
ASV3618,Actinobacteriota,Others
ASV3619,Proteobacteria,Others
ASV3620,Planctomycetota,Isosphaerales
ASV3623,Actinobacteriota,Solirubrobacterales
ASV3624,Firmicutes,Bacillales
ASV3626,Firmicutes,Bacillales
ASV3627,Firmicutes,Bacillales
ASV3629,Proteobacteria,Pseudomonadales
ASV3630,Firmicutes,Bacillales
