OTU,Phylum,Order
ASV1228,Proteobacteria,Acetobacterales
ASV1230,Acidobacteriota,Others
ASV1231,Actinobacteriota,Others
ASV1232,Acidobacteriota,Acidobacteriales
ASV1233,Actinobacteriota,Pseudonocardiales
ASV1234,Actinobacteriota,Micrococcales
ASV1235,Proteobacteria,Acetobacterales
ASV1236,Proteobacteria,Others
ASV1237,Actinobacteriota,Frankiales
ASV1238,Acidobacteriota,Acidobacteriales
ASV1240,Acidobacteriota,Acidobacteriales
ASV1241,Acidobacteriota,Acidobacteriales
ASV1242,Planctomycetota,Isosphaerales
ASV1243,Proteobacteria,Acetobacterales
ASV1244,Proteobacteria,Acetobacterales
ASV1246,Proteobacteria,Acetobacterales
ASV1247,Acidobacteriota,Acidobacteriales
ASV1248,Actinobacteriota,Micrococcales
ASV1249,Proteobacteria,Others
ASV1251,Others,Others
ASV1254,Proteobacteria,Others
ASV1255,Acidobacteriota,Acidobacteriales
ASV1256,Proteobacteria,Others
ASV1257,Proteobacteria,Others
ASV1267,Proteobacteria,Caulobacterales
ASV1272,Proteobacteria,Others
ASV1273,Actinobacteriota,Others
ASV1274,Verrucomicrobiota,Chthoniobacterales
ASV1279,Acidobacteriota,Acidobacteriales
ASV1281,Proteobacteria,Caulobacterales
ASV1282,Proteobacteria,Acetobacterales
ASV1283,Planctomycetota,Isosphaerales
ASV1285,Proteobacteria,Acetobacterales
ASV1286,Actinobacteriota,Others
ASV1287,Actinobacteriota,Frankiales
ASV1291,WPS-2,WPS-2
ASV1292,Firmicutes,Paenibacillales
ASV1293,Actinobacteriota,Corynebacteriales
ASV1294,Proteobacteria,Acetobacterales
ASV1295,Firmicutes,Paenibacillales
ASV1296,Verrucomicrobiota,Chthoniobacterales
ASV1297,Firmicutes,Others
ASV1300,Acidobacteriota,Acidobacteriales
ASV1303,Actinobacteriota,Corynebacteriales
ASV1309,Proteobacteria,Acetobacterales
ASV1310,Acidobacteriota,Acidobacteriales
ASV1311,Proteobacteria,Others
ASV1312,Proteobacteria,Acetobacterales
ASV1313,Acidobacteriota,Acidobacteriales
ASV1315,Acidobacteriota,Acidobacteriales
ASV1318,Proteobacteria,Sphingomodales
ASV1320,Actinobacteriota,Corynebacteriales
ASV1321,Actinobacteriota,Others
ASV1322,WPS-2,WPS-2
ASV1323,Actinobacteriota,Others
ASV1324,Proteobacteria,Acetobacterales
ASV1325,Acidobacteriota,Acidobacteriales
ASV1327,Others,Others
ASV1328,Proteobacteria,Acetobacterales
ASV1329,Dependentiae,Babeliales
ASV1330,Verrucomicrobiota,Chthoniobacterales
ASV1331,Proteobacteria,Caulobacterales
ASV1332,Proteobacteria,Acetobacterales
ASV1335,Proteobacteria,Acetobacterales
ASV1337,Verrucomicrobiota,Chthoniobacterales
ASV1338,Proteobacteria,Acetobacterales
ASV1339,Actinobacteriota,Solirubrobacterales
ASV1340,Planctomycetota,Others
ASV1341,Proteobacteria,Caulobacterales
ASV1343,Actinobacteriota,Micrococcales
ASV1347,Actinobacteriota,Others
ASV1348,Verrucomicrobiota,Chthoniobacterales
ASV1349,Planctomycetota,Isosphaerales
ASV1351,Others,Others
ASV1352,Firmicutes,Others
ASV1353,Acidobacteriota,Acidobacteriales
ASV1354,Proteobacteria,Others
ASV1355,Proteobacteria,Acetobacterales
ASV1356,Planctomycetota,Isosphaerales
ASV1357,Acidobacteriota,Acidobacteriales
ASV1358,Actinobacteriota,Micrococcales
ASV1359,Proteobacteria,Acetobacterales
ASV1361,Firmicutes,Paenibacillales
ASV1362,Actinobacteriota,Frankiales
ASV1364,Proteobacteria,Acetobacterales
ASV1365,Proteobacteria,Others
ASV1366,Planctomycetota,Isosphaerales
ASV1371,Proteobacteria,Others
ASV1372,Proteobacteria,Others
ASV1373,Proteobacteria,Caulobacterales
ASV1376,Proteobacteria,Others
ASV1382,Planctomycetota,Others
ASV1385,Actinobacteriota,Others
ASV1386,Proteobacteria,Acetobacterales
ASV1387,Verrucomicrobiota,Chthoniobacterales
ASV1388,Acidobacteriota,Acidobacteriales
ASV1389,Acidobacteriota,Acidobacteriales
ASV1391,Actinobacteriota,Pseudonocardiales
ASV1392,Acidobacteriota,Acidobacteriales
ASV1393,Firmicutes,Others
ASV1394,Planctomycetota,Isosphaerales
ASV1395,Proteobacteria,Others
ASV1396,Acidobacteriota,Acidobacteriales
ASV1400,Verrucomicrobiota,Chthoniobacterales
ASV1402,Proteobacteria,Others
ASV1403,Proteobacteria,Acetobacterales
ASV1405,Acidobacteriota,Acidobacteriales
ASV1407,Verrucomicrobiota,Chthoniobacterales
ASV1412,Proteobacteria,Acetobacterales
ASV1415,Actinobacteriota,Micrococcales
ASV1418,Proteobacteria,Acetobacterales
ASV1419,Verrucomicrobiota,Chthoniobacterales
ASV1420,Acidobacteriota,Acidobacteriales
ASV1421,Actinobacteriota,Others
ASV1423,Acidobacteriota,Acidobacteriales
ASV1425,Proteobacteria,Acetobacterales
ASV1426,Actinobacteriota,Others
ASV1428,Verrucomicrobiota,Chthoniobacterales
ASV1429,Proteobacteria,Acetobacterales
ASV1430,Acidobacteriota,Acidobacteriales
ASV1431,Acidobacteriota,Acidobacteriales
ASV1432,Firmicutes,Paenibacillales
ASV1434,Actinobacteriota,Frankiales
ASV1437,Proteobacteria,Acetobacterales
ASV1441,Acidobacteriota,Acidobacteriales
ASV1442,Acidobacteriota,Acidobacteriales
ASV1446,Proteobacteria,Others
ASV1449,Proteobacteria,Acetobacterales
ASV1450,Proteobacteria,Acetobacterales
ASV1451,Actinobacteriota,Others
ASV1452,Actinobacteriota,Pseudonocardiales
ASV1455,Proteobacteria,Acetobacterales
ASV1456,Actinobacteriota,Solirubrobacterales
ASV1463,Proteobacteria,Others
ASV1464,Proteobacteria,Caulobacterales
ASV1465,Planctomycetota,Others
ASV1466,Proteobacteria,Others
ASV1467,Acidobacteriota,Acidobacteriales
ASV1468,Actinobacteriota,Frankiales
ASV1469,Others,Bacteroidota
ASV1470,Proteobacteria,Acetobacterales
ASV1472,Acidobacteriota,Acidobacteriales
ASV1476,Planctomycetota,Isosphaerales
ASV1477,Acidobacteriota,Acidobacteriales
ASV1478,Proteobacteria,Others
ASV1479,Others,Others
ASV1480,Planctomycetota,Others
ASV1481,Proteobacteria,Others
ASV1483,Proteobacteria,Acetobacterales
ASV1484,Acidobacteriota,Acidobacteriales
ASV1485,Actinobacteriota,Others
ASV1486,Acidobacteriota,Acidobacteriales
ASV1488,Proteobacteria,Acetobacterales
ASV1489,Acidobacteriota,Acidobacteriales
ASV1490,Acidobacteriota,Acidobacteriales
ASV1492,Acidobacteriota,Acidobacteriales
ASV1495,Acidobacteriota,Acidobacteriales
ASV1496,Actinobacteriota,Others
ASV1497,Actinobacteriota,Others
ASV1498,Actinobacteriota,Others
ASV1500,Acidobacteriota,Acidobacteriales
ASV1501,Proteobacteria,Acetobacterales
ASV1502,Verrucomicrobiota,Chthoniobacterales
ASV1504,Proteobacteria,Caulobacterales
ASV1505,Planctomycetota,Isosphaerales
ASV1506,Actinobacteriota,Micrococcales
ASV1507,Proteobacteria,Acetobacterales
ASV1509,Proteobacteria,Acetobacterales
ASV1511,Verrucomicrobiota,Chthoniobacterales
ASV1512,Acidobacteriota,Acidobacteriales
ASV1515,Actinobacteriota,Frankiales
ASV1518,Others,Others
ASV1519,Acidobacteriota,Acidobacteriales
ASV1521,Proteobacteria,Others
ASV1523,Actinobacteriota,Others
ASV1524,Actinobacteriota,Others
ASV1525,Actinobacteriota,Others
ASV1526,Others,Others
ASV1529,Verrucomicrobiota,Chthoniobacterales
ASV1530,Actinobacteriota,Corynebacteriales
ASV1531,Acidobacteriota,Acidobacteriales
ASV1532,Proteobacteria,Acetobacterales
ASV1533,Proteobacteria,Acetobacterales
ASV1534,Acidobacteriota,Acidobacteriales
ASV1535,Proteobacteria,Acetobacterales
ASV1536,Acidobacteriota,Acidobacteriales
ASV1537,Proteobacteria,Caulobacterales
ASV1538,Proteobacteria,Acetobacterales
ASV1539,Actinobacteriota,Solirubrobacterales
ASV1540,Actinobacteriota,Solirubrobacterales
ASV1541,Actinobacteriota,Others
ASV1542,Actinobacteriota,Others
ASV1543,Actinobacteriota,Others
ASV1544,Actinobacteriota,Pseudonocardiales
ASV1545,Acidobacteriota,Acidobacteriales
ASV1546,Actinobacteriota,Solirubrobacterales
ASV1547,Actinobacteriota,Solirubrobacterales
ASV1548,Actinobacteriota,Solirubrobacterales
ASV1553,Actinobacteriota,Frankiales
ASV1554,Proteobacteria,Acetobacterales
ASV1555,Others,Others
ASV1556,Acidobacteriota,Acidobacteriales
ASV1559,Actinobacteriota,Pseudonocardiales
ASV1560,Actinobacteriota,Others
ASV1562,Actinobacteriota,Solirubrobacterales
ASV1563,Acidobacteriota,Others
ASV1564,Actinobacteriota,Others
ASV1565,Others,Others
ASV1566,Actinobacteriota,Others
ASV1567,Proteobacteria,Acetobacterales
ASV1568,Proteobacteria,Acetobacterales
ASV1571,Proteobacteria,Acetobacterales
ASV1572,Proteobacteria,Others
ASV1573,Proteobacteria,Acetobacterales
ASV1574,Proteobacteria,Others
ASV1575,Proteobacteria,Acetobacterales
ASV1576,Planctomycetota,Isosphaerales
ASV1577,Proteobacteria,Acetobacterales
ASV1578,Proteobacteria,Sphingomodales
ASV1579,Actinobacteriota,Micrococcales
ASV1581,Actinobacteriota,Others
ASV1582,Actinobacteriota,Frankiales
ASV1583,Acidobacteriota,Acidobacteriales
ASV1584,Acidobacteriota,Acidobacteriales
ASV1585,Actinobacteriota,Solirubrobacterales
ASV1587,Actinobacteriota,Others
ASV1588,Acidobacteriota,Acidobacteriales
ASV1589,Firmicutes,Others
ASV1595,Actinobacteriota,Solirubrobacterales
ASV1596,Acidobacteriota,Acidobacteriales
ASV1599,Others,Others
ASV1600,Proteobacteria,Others
ASV1602,Actinobacteriota,Solirubrobacterales
ASV1603,Planctomycetota,Isosphaerales
ASV1612,Planctomycetota,Isosphaerales
ASV1615,Acidobacteriota,Acidobacteriales
ASV1617,Actinobacteriota,Solirubrobacterales
ASV1618,Actinobacteriota,Corynebacteriales
ASV1620,Verrucomicrobiota,Chthoniobacterales
ASV1622,Acidobacteriota,Acidobacteriales
ASV1623,Proteobacteria,Others
ASV1628,Acidobacteriota,Acidobacteriales
ASV1630,Others,Bacteroidota
ASV1632,Proteobacteria,Others
ASV1634,Actinobacteriota,Solirubrobacterales
ASV1635,Acidobacteriota,Others
ASV1636,Proteobacteria,Acetobacterales
ASV1637,Planctomycetota,Isosphaerales
ASV1638,Others,Others
ASV1639,Actinobacteriota,Others
ASV1642,Proteobacteria,Caulobacterales
ASV1643,Actinobacteriota,IMCC26256
ASV1644,Verrucomicrobiota,Chthoniobacterales
ASV1645,Actinobacteriota,Others
ASV1646,Actinobacteriota,Frankiales
ASV1647,Actinobacteriota,Frankiales
ASV1648,Actinobacteriota,Frankiales
ASV1649,Proteobacteria,Acetobacterales
ASV1650,Actinobacteriota,Others
ASV1651,Proteobacteria,Acetobacterales
ASV1652,Firmicutes,Others
ASV1654,Proteobacteria,Acetobacterales
ASV1656,Proteobacteria,Others
ASV1657,Proteobacteria,Others
ASV1659,Verrucomicrobiota,Chthoniobacterales
ASV1662,Planctomycetota,Isosphaerales
ASV1664,Verrucomicrobiota,Chthoniobacterales
ASV1665,Acidobacteriota,Acidobacteriales
ASV1667,Acidobacteriota,Acidobacteriales
ASV1668,Proteobacteria,Sphingomodales
ASV1670,Actinobacteriota,Solirubrobacterales
ASV1671,Actinobacteriota,Others
ASV1673,Proteobacteria,Acetobacterales
ASV1674,Proteobacteria,Acetobacterales
ASV1677,Planctomycetota,Isosphaerales
ASV1678,Verrucomicrobiota,Chthoniobacterales
ASV1681,Others,Bacteroidota
ASV1682,Actinobacteriota,IMCC26256
ASV1684,Acidobacteriota,Acidobacteriales
ASV1686,Actinobacteriota,Others
ASV1687,Actinobacteriota,Others
ASV1688,Proteobacteria,Acetobacterales
ASV1689,Actinobacteriota,Others
ASV1690,Actinobacteriota,Pseudonocardiales
ASV1691,Others,Bacteroidota
ASV1694,Proteobacteria,Acetobacterales
ASV1695,Proteobacteria,Sphingomodales
ASV1696,Proteobacteria,Acetobacterales
ASV1707,Planctomycetota,Isosphaerales
ASV1708,Proteobacteria,Acetobacterales
ASV1709,Proteobacteria,Acetobacterales
ASV1711,Proteobacteria,Acetobacterales
ASV1712,Actinobacteriota,Corynebacteriales
ASV1713,Proteobacteria,Acetobacterales
ASV1717,Verrucomicrobiota,Chthoniobacterales
ASV1718,Actinobacteriota,Others
ASV1719,Proteobacteria,Others
ASV1720,Actinobacteriota,Solirubrobacterales
ASV1723,Proteobacteria,Others
ASV1725,Actinobacteriota,Others
ASV1727,Proteobacteria,Acetobacterales
ASV1728,Proteobacteria,Others
ASV1729,Proteobacteria,Others
ASV1730,Proteobacteria,Others
ASV1731,Proteobacteria,Others
ASV1732,Proteobacteria,Sphingomodales
ASV1733,Actinobacteriota,Corynebacteriales
ASV1734,Actinobacteriota,Pseudonocardiales
ASV1735,Verrucomicrobiota,Chthoniobacterales
ASV1737,Proteobacteria,Acetobacterales
ASV1739,Planctomycetota,Isosphaerales
ASV1740,Actinobacteriota,IMCC26256
ASV1741,Acidobacteriota,Acidobacteriales
ASV1742,Actinobacteriota,Others
ASV1743,Verrucomicrobiota,Chthoniobacterales
ASV1744,Verrucomicrobiota,Chthoniobacterales
ASV1745,Firmicutes,Paenibacillales
ASV1750,Proteobacteria,Acetobacterales
ASV1754,Verrucomicrobiota,Chthoniobacterales
ASV1761,Others,Others
ASV1764,Actinobacteriota,Others
ASV1765,Proteobacteria,Others
ASV1768,Acidobacteriota,Acidobacteriales
ASV1770,Actinobacteriota,Solirubrobacterales
ASV1771,Acidobacteriota,Acidobacteriales
ASV1774,Acidobacteriota,Acidobacteriales
ASV1775,Proteobacteria,Others
ASV1776,Proteobacteria,Sphingomodales
ASV1778,Actinobacteriota,Others
ASV1779,Actinobacteriota,Frankiales
ASV1780,Actinobacteriota,Others
ASV1781,Actinobacteriota,Solirubrobacterales
ASV1782,Acidobacteriota,Acidobacteriales
ASV1783,Actinobacteriota,Solirubrobacterales
ASV1784,Actinobacteriota,Others
ASV1785,Actinobacteriota,Others
ASV1786,Proteobacteria,Others
ASV1787,Actinobacteriota,Solirubrobacterales
ASV1788,Acidobacteriota,Acidobacteriales
ASV1789,Proteobacteria,Others
ASV1791,Proteobacteria,Acetobacterales
ASV1795,Actinobacteriota,IMCC26256
ASV1796,Planctomycetota,Isosphaerales
ASV1797,Acidobacteriota,Acidobacteriales
ASV1798,Proteobacteria,Caulobacterales
ASV1803,Planctomycetota,Isosphaerales
ASV1805,Proteobacteria,Others
ASV1806,Others,Chloroflexi
ASV1808,Acidobacteriota,Acidobacteriales
ASV1812,Proteobacteria,Sphingomodales
ASV1814,Proteobacteria,Acetobacterales
ASV1816,Actinobacteriota,Others
ASV1817,Acidobacteriota,Acidobacteriales
ASV1818,Acidobacteriota,Acidobacteriales
ASV1819,Proteobacteria,Acetobacterales
ASV1820,Proteobacteria,Acetobacterales
ASV1821,Planctomycetota,Isosphaerales
ASV1823,Acidobacteriota,Acidobacteriales
ASV1825,Proteobacteria,Others
ASV1826,Acidobacteriota,Acidobacteriales
ASV1827,Actinobacteriota,Frankiales
ASV1828,Actinobacteriota,Pseudonocardiales
ASV1829,Actinobacteriota,Others
ASV1831,Acidobacteriota,Acidobacteriales
ASV1833,Proteobacteria,Acetobacterales
ASV1834,Proteobacteria,Caulobacterales
ASV1835,Acidobacteriota,Acidobacteriales
ASV1836,Others,Bacteroidota
ASV1837,Verrucomicrobiota,Chthoniobacterales
ASV1838,Planctomycetota,Isosphaerales
ASV1842,Proteobacteria,Acetobacterales
ASV1843,Proteobacteria,Others
ASV1844,Acidobacteriota,Acidobacteriales
ASV1845,Others,Others
ASV1849,Actinobacteriota,Frankiales
ASV1851,Others,Others
ASV1852,Actinobacteriota,Micrococcales
ASV1853,Acidobacteriota,Acidobacteriales
ASV1854,Actinobacteriota,Others
ASV1857,Acidobacteriota,Others
ASV1860,Others,Others
ASV1861,Acidobacteriota,Acidobacteriales
ASV1862,Planctomycetota,Isosphaerales
ASV1864,Planctomycetota,Others
ASV1865,Proteobacteria,Acetobacterales
ASV1868,Acidobacteriota,Acidobacteriales
ASV1870,Actinobacteriota,IMCC26256
ASV1871,Others,Others
ASV1872,Acidobacteriota,Acidobacteriales
ASV1873,Proteobacteria,Others
ASV1874,Proteobacteria,Acetobacterales
ASV1875,Actinobacteriota,Others
ASV1876,Actinobacteriota,Others
ASV1877,Others,Bacteroidota
ASV1881,Acidobacteriota,Acidobacteriales
ASV1887,Proteobacteria,Acetobacterales
ASV1888,Firmicutes,Paenibacillales
ASV1889,Acidobacteriota,Acidobacteriales
ASV1890,Acidobacteriota,Others
ASV1892,Proteobacteria,Others
ASV1893,Actinobacteriota,Solirubrobacterales
ASV1900,Others,Others
ASV1903,Actinobacteriota,Frankiales
ASV1904,Actinobacteriota,Micrococcales
ASV1905,Verrucomicrobiota,Chthoniobacterales
ASV1907,Acidobacteriota,Acidobacteriales
ASV1909,Actinobacteriota,Solirubrobacterales
ASV1910,Proteobacteria,Acetobacterales
ASV1911,Proteobacteria,Acetobacterales
ASV1913,Actinobacteriota,Solirubrobacterales
ASV1914,Actinobacteriota,Others
ASV1915,Actinobacteriota,Others
ASV1917,Actinobacteriota,Others
ASV1919,Acidobacteriota,Acidobacteriales
ASV1920,Proteobacteria,Others
ASV1921,Firmicutes,Others
ASV1922,Actinobacteriota,Corynebacteriales
ASV1927,Firmicutes,Others
ASV1930,Acidobacteriota,Acidobacteriales
ASV1933,Acidobacteriota,Acidobacteriales
ASV1936,Acidobacteriota,Acidobacteriales
ASV1937,Planctomycetota,Others
ASV1938,Planctomycetota,Isosphaerales
ASV1939,Acidobacteriota,Acidobacteriales
ASV1941,Proteobacteria,Acetobacterales
ASV1942,Planctomycetota,Isosphaerales
ASV1943,Actinobacteriota,IMCC26256
ASV1944,Acidobacteriota,Acidobacteriales
ASV1947,Actinobacteriota,Corynebacteriales
ASV1948,Actinobacteriota,Others
ASV1950,Actinobacteriota,Frankiales
ASV1951,Acidobacteriota,Acidobacteriales
ASV1952,Actinobacteriota,Solirubrobacterales
ASV1953,Acidobacteriota,Acidobacteriales
ASV1954,Others,Others
ASV1955,Acidobacteriota,Acidobacteriales
ASV1956,Actinobacteriota,Frankiales
ASV1957,Proteobacteria,Others
ASV1958,Proteobacteria,Sphingomodales
ASV1959,Actinobacteriota,Others
ASV1960,Proteobacteria,Caulobacterales
ASV1961,Firmicutes,Others
ASV1962,Proteobacteria,Acetobacterales
ASV1964,Proteobacteria,Others
ASV1966,Others,Chloroflexi
ASV1971,Proteobacteria,Others
ASV1972,Others,Bacteroidota
ASV1973,Acidobacteriota,Acidobacteriales
ASV1974,Actinobacteriota,Solirubrobacterales
ASV1975,Proteobacteria,Sphingomodales
ASV1976,Proteobacteria,Sphingomodales
ASV1979,Proteobacteria,Acetobacterales
ASV1982,Acidobacteriota,Acidobacteriales
ASV1983,Planctomycetota,Isosphaerales
ASV1984,Planctomycetota,Others
ASV1985,Actinobacteriota,Others
ASV1986,Acidobacteriota,Acidobacteriales
ASV1989,Acidobacteriota,Acidobacteriales
ASV1990,Proteobacteria,Acetobacterales
ASV1991,Actinobacteriota,Micrococcales
ASV1992,Actinobacteriota,Others
ASV1993,Actinobacteriota,Others
ASV1994,Actinobacteriota,Others
ASV1995,Proteobacteria,Others
ASV1996,Acidobacteriota,Acidobacteriales
ASV1998,Acidobacteriota,Acidobacteriales
ASV2000,Others,Bacteroidota
ASV2001,Acidobacteriota,Others
ASV2002,Planctomycetota,Others
ASV2003,Verrucomicrobiota,Chthoniobacterales
ASV2005,Verrucomicrobiota,Chthoniobacterales
ASV2006,Proteobacteria,Others
ASV2011,Proteobacteria,Others
ASV2016,Acidobacteriota,Acidobacteriales
ASV2017,Acidobacteriota,Others
ASV2018,Actinobacteriota,IMCC26256
ASV2019,Firmicutes,Others
ASV2020,Proteobacteria,Acetobacterales
ASV2023,Proteobacteria,Acetobacterales
ASV2026,Proteobacteria,Others
ASV2027,Acidobacteriota,Acidobacteriales
ASV2028,Proteobacteria,Acetobacterales
ASV2029,Planctomycetota,Isosphaerales
ASV2030,Proteobacteria,Others
ASV2031,Proteobacteria,Acetobacterales
ASV2033,Proteobacteria,Caulobacterales
ASV2034,Patescibacteria,Saccharimodales
ASV2035,Actinobacteriota,Micrococcales
ASV2037,Actinobacteriota,Others
ASV2038,Actinobacteriota,Others
ASV2039,Actinobacteriota,Others
ASV2040,Actinobacteriota,Others
ASV2041,Actinobacteriota,IMCC26256
ASV2042,Planctomycetota,Isosphaerales
ASV2043,Actinobacteriota,Frankiales
ASV2044,Actinobacteriota,Others
ASV2046,Verrucomicrobiota,Chthoniobacterales
ASV2047,Actinobacteriota,Frankiales
ASV2050,Actinobacteriota,Others
ASV2052,Acidobacteriota,Acidobacteriales
ASV2053,Acidobacteriota,Acidobacteriales
ASV2054,Firmicutes,Paenibacillales
ASV2055,Firmicutes,Others
ASV2063,Others,Bacteroidota
ASV2064,Actinobacteriota,Solirubrobacterales
ASV2066,Acidobacteriota,Others
ASV2067,Acidobacteriota,Acidobacteriales
ASV2068,Proteobacteria,Others
ASV2070,Verrucomicrobiota,Chthoniobacterales
ASV2071,Acidobacteriota,Acidobacteriales
ASV2072,Acidobacteriota,Acidobacteriales
ASV2075,Acidobacteriota,Acidobacteriales
ASV2078,Proteobacteria,Acetobacterales
ASV2080,Acidobacteriota,Acidobacteriales
ASV2081,Acidobacteriota,Acidobacteriales
ASV2083,Planctomycetota,Isosphaerales
ASV2084,Proteobacteria,Acetobacterales
ASV2087,Proteobacteria,Others
ASV2088,Acidobacteriota,Acidobacteriales
ASV2089,Proteobacteria,Acetobacterales
ASV2090,Acidobacteriota,Acidobacteriales
ASV2092,Acidobacteriota,Acidobacteriales
ASV2093,Actinobacteriota,Others
ASV2094,Actinobacteriota,Others
ASV2096,Actinobacteriota,Others
ASV2097,Actinobacteriota,Solirubrobacterales
ASV2098,Actinobacteriota,Frankiales
ASV2099,Actinobacteriota,Others
ASV2101,Others,Bacteroidota
ASV2102,Verrucomicrobiota,Chthoniobacterales
ASV2104,Actinobacteriota,Corynebacteriales
ASV2105,Planctomycetota,Isosphaerales
ASV2106,Planctomycetota,Isosphaerales
ASV2107,Proteobacteria,Caulobacterales
ASV2109,Actinobacteriota,Others
ASV2111,Actinobacteriota,Others
ASV2113,Proteobacteria,Others
ASV2114,Proteobacteria,Acetobacterales
ASV2119,Proteobacteria,Others
ASV2121,Firmicutes,Others
ASV2123,Acidobacteriota,Acidobacteriales
ASV2124,Others,Others
ASV2125,Verrucomicrobiota,Chthoniobacterales
ASV2129,Planctomycetota,Others
ASV2130,Planctomycetota,Isosphaerales
ASV2131,Proteobacteria,Acetobacterales
ASV2134,Proteobacteria,Acetobacterales
ASV2135,Acidobacteriota,Acidobacteriales
ASV2137,Acidobacteriota,Acidobacteriales
ASV2138,Acidobacteriota,Acidobacteriales
ASV2139,Proteobacteria,Acetobacterales
ASV2140,Proteobacteria,Acetobacterales
ASV2142,Actinobacteriota,Others
ASV2143,Actinobacteriota,Frankiales
ASV2145,Actinobacteriota,Others
ASV2146,Actinobacteriota,Others
ASV2148,Actinobacteriota,Solirubrobacterales
ASV2150,Actinobacteriota,Others
ASV2151,Acidobacteriota,Acidobacteriales
ASV2152,Proteobacteria,Others
ASV2153,Firmicutes,Others
ASV2155,Actinobacteriota,Frankiales
ASV2156,Firmicutes,Others
ASV2157,Proteobacteria,Others
ASV2167,Verrucomicrobiota,Chthoniobacterales
ASV2169,Acidobacteriota,Acidobacteriales
ASV2170,Proteobacteria,Caulobacterales
ASV2171,Actinobacteriota,Others
ASV2172,Acidobacteriota,Acidobacteriales
ASV2174,Acidobacteriota,Acidobacteriales
ASV2178,Planctomycetota,Isosphaerales
ASV2179,Planctomycetota,Others
ASV2181,Proteobacteria,Acetobacterales
ASV2182,Firmicutes,Others
ASV2183,Planctomycetota,Others
ASV2184,Planctomycetota,Others
ASV2185,Proteobacteria,Acetobacterales
ASV2186,Actinobacteriota,Micrococcales
ASV2188,Acidobacteriota,Acidobacteriales
ASV2189,Acidobacteriota,Acidobacteriales
ASV2190,Acidobacteriota,Acidobacteriales
ASV2191,Acidobacteriota,Acidobacteriales
ASV2193,Acidobacteriota,Acidobacteriales
ASV2195,Acidobacteriota,Acidobacteriales
ASV2196,Actinobacteriota,Solirubrobacterales
ASV2197,Actinobacteriota,Others
ASV2198,Actinobacteriota,Solirubrobacterales
ASV2199,Actinobacteriota,Solirubrobacterales
ASV2200,Actinobacteriota,Solirubrobacterales
ASV2201,Actinobacteriota,Others
ASV2202,Actinobacteriota,Others
ASV2203,Actinobacteriota,Others
ASV2204,Proteobacteria,Acetobacterales
ASV2205,Proteobacteria,Sphingomodales
ASV2206,Actinobacteriota,Frankiales
ASV2208,Acidobacteriota,Acidobacteriales
ASV2209,Acidobacteriota,Acidobacteriales
ASV2210,Acidobacteriota,Acidobacteriales
ASV2211,Actinobacteriota,Pseudonocardiales
ASV2212,Actinobacteriota,Frankiales
ASV2216,Verrucomicrobiota,Chthoniobacterales
ASV2217,Verrucomicrobiota,Chthoniobacterales
ASV2218,Proteobacteria,Others
ASV2220,Proteobacteria,Others
ASV2221,Actinobacteriota,Others
ASV2222,Actinobacteriota,Solirubrobacterales
ASV2224,Acidobacteriota,Acidobacteriales
ASV2225,Proteobacteria,Acetobacterales
ASV2226,Actinobacteriota,Frankiales
ASV2229,Proteobacteria,Acetobacterales
ASV2233,Proteobacteria,Others
ASV2234,Proteobacteria,Acetobacterales
ASV2239,Actinobacteriota,Others
ASV2240,Acidobacteriota,Acidobacteriales
ASV2241,Planctomycetota,Isosphaerales
ASV2243,Verrucomicrobiota,Chthoniobacterales
ASV2244,Acidobacteriota,Acidobacteriales
ASV2245,Others,Chloroflexi
ASV2246,Actinobacteriota,Micrococcales
ASV2247,Proteobacteria,Acetobacterales
ASV2250,Proteobacteria,Acetobacterales
ASV2251,Proteobacteria,Acetobacterales
ASV2252,Actinobacteriota,Frankiales
ASV2253,Proteobacteria,Others
ASV2255,Actinobacteriota,Frankiales
ASV2256,Acidobacteriota,Acidobacteriales
ASV2257,Actinobacteriota,Others
ASV2258,Acidobacteriota,Acidobacteriales
ASV2259,Actinobacteriota,Corynebacteriales
ASV2261,Acidobacteriota,Acidobacteriales
ASV2262,Proteobacteria,Acetobacterales
ASV2263,Patescibacteria,Saccharimodales
ASV2264,Actinobacteriota,Others
ASV2266,Acidobacteriota,Acidobacteriales
ASV2268,Planctomycetota,Isosphaerales
ASV2269,Actinobacteriota,Pseudonocardiales
ASV2270,Proteobacteria,Others
ASV2271,Firmicutes,Others
ASV2276,Proteobacteria,Acetobacterales
ASV2277,Actinobacteriota,Others
ASV2280,Proteobacteria,Sphingomodales
ASV2284,Others,Others
ASV2286,Acidobacteriota,Others
ASV2291,Others,Others
ASV2293,Acidobacteriota,Acidobacteriales
ASV2294,Acidobacteriota,Acidobacteriales
ASV2295,Proteobacteria,Caulobacterales
ASV2296,Actinobacteriota,Others
ASV2297,Actinobacteriota,Others
ASV2298,Acidobacteriota,Acidobacteriales
ASV2299,Actinobacteriota,Others
ASV2300,Proteobacteria,Others
ASV2302,Proteobacteria,Others
ASV2303,Proteobacteria,Acetobacterales
ASV2305,Actinobacteriota,Others
ASV2308,Actinobacteriota,Solirubrobacterales
ASV2309,Verrucomicrobiota,Chthoniobacterales
ASV2310,Actinobacteriota,Micrococcales
ASV2311,Actinobacteriota,Others
ASV2312,Actinobacteriota,Others
ASV2313,Actinobacteriota,Others
